t,lambda1,lambda2,energy,integrated_work,work_defect,norm_defect,V1,V2
0.5,0.2928932188134524,0.43933982822017864,0.729460200294228,0.7294602002940402,1.8773871346411397e-13,-1.454392162258955e-14,0.9912447733610864,0.9868674407570223
0.5125000000000001,0.30691263745436415,0.4603689561815462,0.7640903621335536,0.7640903621334575,9.614531393253856e-14,-1.2656542480726785e-14,0.9903830666511558,0.9855749728372852
0.525,0.3211992544670582,0.4817988817005873,0.7993391885352618,0.7993391885368195,-1.5577539258515571e-12,-3.2795988147427124e-13,0.9894629739256264,0.9841949524689384
0.5375,0.33574756208871825,0.5036213431330774,0.8351887509759146,0.8351887509758996,1.4988010832439613e-14,1.1834977442504169e-13,0.9884824463076236,0.9827243129729852
0.55,0.35055195166981645,0.5258279275047246,0.8716206742965,0.8716206742941067,2.39330777418445e-12,4.39870362356487e-13,0.9874394596990614,0.9811600262453879
0.5625,0.3656067158363545,0.5484100737545318,0.9086161445370766,0.9086161445369866,9.00390872971002e-14,-2.9531932455029164e-14,0.9863320191446094,0.979499109545829
0.5750000000000001,0.38090605069016603,0.571359076035249,0.9461559177404545,0.9461559177405906,-1.361133428190442e-13,-8.08242361927114e-14,0.9851581632091361,0.9777386323391241
0.5875,0.39644405804642857,0.5946660870696429,0.98422032971517,0.9842203297166157,-1.4456214003644163e-12,-3.6637359812630166e-13,0.9839159683348845,0.9758757231458619
0.6000000000000001,0.412214747707527,0.6183221215612904,1.0227893068231193,1.0227893068218608,1.2585488207150775e-12,4.014566457044566e-13,0.9826035532285006,0.9739075764709542
0.6125,0.42821203977238775,0.6423180596585816,1.0618423777432509,1.0618423777428017,4.4919623576333834e-13,6.23945339839338e-14,0.9812190832160836,0.9718314597315448
0.625,0.4444297669803977,0.6666446504705965,1.1013586862944478,1.1013586862943705,7.72715225139109e-14,-1.865174681370263e-14,0.9797607746253229,0.9696447202621847
0.6375000000000001,0.46086167708899983,0.6912925156334997,1.141317005238408,1.1413170052392594,-8.5131901528257e-13,-3.2152058793144533e-13,0.978226899122832,0.9673447923076314
0.65,0.4775014352840511,0.7162521529260766,1.1816957511360089,1.181695751136288,-2.7911006839076435e-13,-1.021405182655144e-14,0.9766157880574324,0.9649292040696463
0.6625000000000001,0.49434262662201545,0.7415139399330232,1.2224730002070825,1.222473000205832,1.2505552149377763e-12,4.0456527017340704e-13,0.9749258367715088,0.9623955847620691
0.675,0.511378758503045,0.7670681377545676,1.2636265052214641,1.2636265052214435,2.0650148258027912e-14,-4.04121180963557e-14,0.973155508894957,0.9597416716935222
0.6875,0.5286032631740022,0.7929048947610033,1.305133713407991,1.305133713408405,-4.1389114358025836e-13,-2.2926105458509483e-13,0.9713033406155122,0.9569653173715045
0.7000000000000001,0.5460095002604533,0.8190142503906799,1.3469717853425307,1.3469717853432392,-7.085443343157749e-13,-1.979527652906654e-13,0.9693679449032447,0.9540644966016356
0.7125,0.563590759326658,0.845386138989987,1.389117614839572,1.389117614838558,1.014077710692618e-12,4.771738559838923e-13,0.9673480157098607,0.9510373136082998
0.7250000000000001,0.5813402624625721,0.8720103936938581,1.4315478497961645,1.4315478497961738,-9.325873406851315e-15,-5.206945985491984e-14,0.9652423321177492,0.9478820091465079
0.7375,0.5992511668968591,0.8988767503452886,1.4742389140122822,1.4742389140125538,-2.715605518233133e-13,-2.1804780203638074e-13,0.9630497624557003,0.9445969676242865
0.75,0.6173165676349102,0.9259748514523652,1.5171670298925022,1.5171670298932147,-7.125411372044255e-13,-1.963984530561902e-13,0.9607692683463156,0.9411807241947932
0.7625000000000001,0.6355295001208504,0.9532942501812756,1.5603082420670449,1.56030824206652,5.24913446042774e-13,3.8746783559417963e-13,0.9583999087089102,0.9376319718440622
0.775,0.653882942922507,0.9808244143837606,1.60363844185568,1.6036384418557217,-4.1744385725905886e-14,-5.639932965095795e-14,0.9559408436924832,0.9339495684431653
0.7875000000000001,0.6723698204383066,1.00855473065746,1.647133392580781,1.64713339258099,-2.0894397323445446e-13,-2.7267077484793845e-13,0.9533913385480434,0.9301325437714623
0.8,0.6909830056250525,1.0364745084375788,1.690768755632682,1.6907687556334094,-7.274181257344026e-13,-4.39648317751562e-14,0.9507507674166146,0.9261801064827102
0.8125,0.7097153227455377,1.0645729841183065,1.7345201172903577,1.7345201172903297,2.7977620220553945e-14,9.703349235223868e-14,0.9480186170434337,0.9220916510208688
0.8250000000000001,0.7285595501349257,1.0928393252023885,1.7783630162387984,1.778363016238887,-8.859579736508749e-14,-6.417089082333405e-14,0.9451944903979568,0.917866764455135
0.8375,0.7475084229848421,1.1212626344772632,1.8222729717229265,1.8222729717230632,-1.3677947663381929e-13,-3.4083846855992306e-13,0.942278110202029,0.9135052332342866
0.8500000000000001,0.7665546361440947,1.149831954216142,1.8662255122909532,1.8662255122919782,-1.0249578963339445e-12,2.0805579481475434e-13,0.9392693223485551,0.9090070498301511
0.8625,0.7856908469349493,1.1785362704024238,1.910196205054283,1.9101962050543837,-1.0080825063596421e-13,-7.760458942129844e-14,0.9361680992159238,0.9043724192739407
0.875,0.8049096779838717,1.2073645169758076,1.9541606854445803,1.9541606854445013,7.904787935331115e-14,-1.0913492332065289e-13,0.9329745428473137,0.8996017655294223
0.8875000000000001,0.8242037200656456,1.2363055800984684,1.9980946873388041,1.99809468733933,-5.258016244624741e-13,-2.964295475749168e-13,0.9296888880121723,0.8946957377288176
0.9,0.843565534959769,1.2653483024396537,2.0419740735421663,2.041974073543334,-1.1675105326958146e-12,2.162714451969805e-13,0.926311505117454,0.889655216209374
0.9125000000000001,0.862987658318032,1.294481487477048,2.0857748665110294,2.0857748665111786,-1.4921397450962104e-13,-8.770761894538737e-14,0.9228429029754631,0.8844813183576787
0.925,0.8824626025421622,1.3236939038132434,2.1294732792865005,2.1294732792856745,8.260059303211165e-13,-1.73749903353837e-13,0.919283731395164,0.8791754041971742
0.9375,0.9019828596704392,1.352974289505659,2.173045746506732,2.1730457465091617,-2.4296120670896926e-12,-1.0724754417879012e-13,0.9156347836115775,0.8737390817373611
0.9500000000000001,0.921540904272155,1.3823113564082323,2.2164689554631654,2.216468955463403,-2.375877272697835e-13,-1.056932319443149e-13,0.9118969985355958,0.86817421204157
0.9625,0.941129196348811,1.4116937945232164,2.259719877084092,2.259719877083872,2.2026824808563106e-13,-8.382183835919932e-14,0.9080714627770312,0.8624829139346067
0.9750000000000001,0.9607401842409315,1.4411102763613974,2.3027757967758973,2.3027757967758244,7.283063041541027e-14,-2.16382467499443e-13,0.9041594124900494,0.8566675684090663
0.9875,0.9803663075393717,1.4705494613090575,2.3456143450233102,2.3456143450263554,-3.0451197119418794e-12,-8.37108160567368e-14,0.9001622349709184,0.8507308226130896
1.0,0.9999999999999999,1.4999999999999998,2.388213527659961,2.3882135276602265,-2.6556534749033744e-13,-1.177946629127291e-13,0.8960814700424578,0.8446755934569373
1.0125,1.0196336924606282,1.5294505386909423,2.4305517557055443,2.430551755703128,2.4162893907941907e-12,4.8627768478581856e-14,0.8919188111509416,0.8385050707117656
1.0250000000000001,1.0392598157590687,1.558889723638603,2.472607874680676,2.4726078746860085,-5.332623231879552e-12,-4.505285033928885e-13,0.8876761062309373,0.8322227196693499
1.0375,1.0588708036511891,1.5883062054767838,2.5143611933306937,2.5143611933308856,-1.9184653865522705e-13,-1.2101430968414206e-13,0.8833553583028775,0.8258322832905826
1.05,1.0784590957278448,1.6176886435917672,2.5557915115613055,2.5557915115598546,1.4508394485801546e-12,4.440892098500626e-14,0.8789587257177576,0.8193377837057683
1.0625,1.0980171403295607,1.6470257104943409,2.596879147621586,2.59687914762277,-1.183941833460267e-12,-2.554623179662485e-13,0.8744885221675317,0.8127435232173427
1.075,1.1175373974578375,1.6763060961867562,2.637604964335061,2.637604964338171,-3.1099567365799885e-12,-3.5293989952833726e-13,0.8699472163383647,0.8060540846110089
1.0875000000000001,1.137012341681968,1.705518512522952,2.677950394306042,2.677950394306395,-3.530509218307998e-13,-1.5187850976872141e-13,0.8653374312432306,0.7992743308109758
1.1,1.156434465040231,1.7346516975603463,2.717897464001595,2.717897463996812,4.7832848792950244e-12,4.2321701698710967e-13,0.8606619431981571,0.7924094038071541
1.1125,1.1757962799343544,1.7636944199015316,2.7574288165996523,2.757428816610593,-1.0940581773866143e-11,-1.2332357357536239e-12,0.8559236804472069,0.7854647228465009
1.125,1.1950903220161282,1.7926354830241924,2.796527733606808,2.7965277336069665,-1.5853984791647235e-13,-1.376676550535194e-13,0.8511257214692217,0.7784459819135274
1.1375,1.2143091530650505,1.8214637295975757,2.8351781548621204,2.835178154856195,5.9254823270293855e-12,6.374900607397649e-13,0.8462712927868145,0.7713591462320555
1.1500000000000001,1.2334453638559055,1.8501680457838583,2.873364697214729,2.8733646972237876,-9.058531702521577e-12,-1.183941833460267e-12,0.8413637665086865,0.764210448094411
1.1625,1.252491577015158,1.8787373655227368,2.9110726715739093,2.911072671574586,-6.767919558114954e-13,-2.2226664952995634e-13,0.8364066574427375,0.7570063817713248
1.175,1.2714404498650742,1.9071606747976113,2.9482880981063917,2.948288098104343,2.048583525038339e-12,1.4921397450962104e-13,0.8314036197365071,0.7497536974305964
1.1875,1.290284677254462,1.935427015881693,2.9849977198568154,2.984997719854237,2.5783819523894635e-12,2.5202062658991053e-13,0.8263584432031627,0.7424593942650224
1.2000000000000002,1.3090169943749475,1.9635254915624212,3.021189014384142,3.021189014395133,-1.099120794378905e-11,-1.518341008477364e-12,0.8212750491676257,0.7351307125882901
1.2125000000000001,1.3276301795616936,1.9914452693425404,3.0568502035727443,3.0568502035735694,-8.251177519014163e-13,-2.582378755278114e-13,0.816157485948182,0.7277751250455895
1.225,1.3461170570774932,2.0191755856162397,3.0919702612740405,3.0919702612615985,1.2442047392369204e-11,1.6111556533360272e-12,0.8110099238376216,0.7204003267393939
1.2375,1.3644704998791497,2.0467057498187247,3.126538919011103,3.1265389190346773,-2.3574475704890574e-11,-3.270272941335861e-12,0.8058366497314269,0.7130142244656994
1.25,1.3826834323650896,2.0740251485476344,3.1605466697375157,3.1605466697376436,-1.2789769243681803e-13,-1.730837695390619e-13,0.8006420613859516,0.7056249250238913
1.2625000000000002,1.4007488331031412,2.101123249654712,3.193984768907503,3.193984768895768,1.1735057370287905e-11,1.525446435834965e-12,0.7954306610808972,0.6982407222946184
1.2750000000000001,1.4186597375374284,2.1279896063061425,3.2268452338821456,3.226845233897603,-1.545741312725113e-11,-2.235100993175365e-12,0.7902070490751568,0.6908700836044547
1.2875,1.4364092406733424,2.154613861010014,3.259120840957211,3.2591208409584254,-1.2141398997300712e-12,-3.462785613805863e-13,0.7849759165953615,0.6835216350217317
1.3,1.4539904997395467,2.18098574960932,3.290805119827679,3.2908051198238955,3.7836400679225335e-12,3.7614356074300304e-13,0.7797420383581981,0.676204145593515
1.3125,1.4713967368259977,2.2070951052389964,3.321892346196047,3.3218923461901895,5.857536677922326e-12,7.4495964952348e-13,0.7745102648417875,0.6689265108073125
1.3250000000000002,1.488621241496955,2.2329318622454326,3.3523775318383815,3.3523775318571882,-1.8806733947940302e-11,-2.826738842998111e-12,0.769285514115491,0.661697735033171
1.3375000000000001,1.5056573733779848,2.258486060066977,3.382256412619876,3.3822564126212313,-1.3553602684623911e-12,-3.829159211932165e-13,0.7640727633953446,0.6545269131752767
1.35,1.5224985647159488,2.283747847073923,3.41152543392053,3.4115254338995387,2.099120877119276e-11,2.886579864025407e-12,0.7588770401814029,0.6474232113566954
1.3625,1.5391383229110003,2.3087074843665003,3.440181734104618,3.4401817341436565,-3.9038550170289454e-11,-5.7263083164116324e-12,0.7537034131800973,0.6403958469183583
1.375,1.555570233019602,2.333355349529403,3.4682231260875342,3.468223126088303,-7.687184222504584e-13,-3.1297187064183163e-13,0.7485569829980062,0.6334540677222266
1.3875000000000002,1.5717879602276126,2.357681940341419,3.495648075850756,3.495648075830082,2.0674129075359815e-11,2.7995383788947947e-12,0.7434428723899551,0.626607130518321
1.4000000000000001,1.587785252292473,2.381677878438709,3.5224556798399163,3.522455679871487,-3.15707460174508e-11,-4.665823283289683e-12,0.7383662165084219,0.6198642789550919
1.4125,1.6035559419535714,2.4053339129303573,3.5486456401687247,3.548645640169694,-9.694467451026867e-13,-3.568256801145253e-13,0.7333321528973458,0.6132347209323905
1.425,1.6190939493098342,2.4286409239647515,3.57421823725441,3.5742182372436355,1.077449240938222e-11,1.3358203432289883e-12,0.7283458112260042,0.6067276053428486
1.4375,1.6343932841636453,2.451589926245468,3.5991743014909656,3.5991743014985786,-7.613021324459623e-12,-1.2392309400865997e-12,0.7234123030598646,0.6003519985796789
1.4500000000000002,1.6494480483301839,2.474172072495276,3.6235151828234144,3.623515182828858,-5.4436455343420675e-12,-1.0096368185941174e-12,0.7185367114678548,0.5941168606109748
1.4625000000000001,1.6642524379112817,2.4963786568669226,3.647242718625214,3.6472427186236405,1.5734080704987718e-12,-6.5503158452884236e-15,0.7137240805807082,0.5880310208057924
1.475,1.678800745532942,2.518201118299413,3.6703592003233227,3.6703592003094707,1.3852030633643153e-11,1.7954526754238032e-12,0.7089794051710177,0.5821031536280752
1.4875,1.6930873625456357,2.5396310438184537,3.6928673385281803,3.6928673385580746,-2.9894309250266815e-11,-4.498845740386059e-12,0.7043076202452776,0.5763417542412875
1.5,1.7071067811865475,2.560660171779821,3.7147702273237257,3.714770227326108,-2.382094521635736e-12,-5.81534820298657e-13,0.6997135907547468,0.5707551141842492
1.5125000000000002,1.7208535967029188,2.581280395054378,3.7360713068455276,3.7360713068211133,2.4414248400717042e-11,3.239852830461132e-12,0.6952021013345925,0.5653512970897929
1.5250000000000001,1.7343225094356858,2.601483764153529,3.756774325581577,3.7567743256275272,-4.595035463239583e-11,-6.743272606968276e-12,0.6907778462836152,0.5601381147159266
1.5375,1.7475083268625968,2.621262490293895,3.776883302129919,3.776883302132545,-2.6258994978434202e-12,-6.24389429049188e-13,0.6864454197394216,0.5551231032872894
1.55,1.760405965600031,2.640608948400047,3.7964024853901086,3.796402485364414,2.5694557592714773e-11,3.3590907833058736e-12,0.6822093059999776,0.5503135002065015
1.5625,1.7730104533627369,2.6595156800441053,3.8153363154809234,3.8153363155285698,-4.764633132481322e-11,-6.926681450636352e-12,0.6780738702354351,0.5457162213864662
1.5750000000000002,1.785316930880745,2.6779753963211177,3.8336893843566013,3.833689384358603,-2.0015100687942322e-12,-5.451195050909519e-13,0.67404334948449,0.541337839173607
1.5875000000000001,1.7973206537727073,2.695980980659061,3.8514663954538877,3.8514663954314043,2.248334851628897e-11,2.856825886965453e-12,0.6701218439502659,0.5371845610026769
1.6,1.8090169943749475,2.713525491562421,3.8686721246869005,3.868672124728898,-4.199751657552042e-11,-6.083578085736008e-12,0.6663133087743515,0.5332622089239716
1.6125,1.8204014435255136,2.7306021652882704,3.8853113815633837,3.885311381565206,-1.822098028014807e-12,-5.274669589994119e-13,0.6626215462053661,0.529576200032104
1.625,1.8314696123025453,2.7472044184538182,3.9013889700687803,3.9013889700503634,1.8416823621691947e-11,2.2521984277545926e-12,0.6590501982029002,0.5261315279555057
1.6375000000000002,1.8422172337162865,2.7633258505744296,3.916909651309697,3.9169096513449464,-3.524958103184872e-11,-5.10658182406587e-12,0.6556027395833016,0.5229327454543211
1.6500000000000001,1.8526401643540922,2.7789602465311383,3.9318781068322357,3.9318781068342914,-2.05568895239594e-12,-5.651035195342047e-13,0.6522824716637889,0.5199839482128551
1.6625,1.8627343859777918,2.794101578966688,3.9462989024096693,3.9462989023944637,1.5205614545266144e-11,1.780131597683976e-12,0.6490925164452245,0.5172887599716769
1.675,1.8724960070727972,2.8087440106091957,3.960176453938515,3.9601764539689186,-3.040367957396484e-11,-4.409805853811122e-12,0.6460358113875938,0.5148503189878436
1.6875,1.881921264348355,2.8228818965225324,3.973514994584088,3.973514994586458,-2.369660023759934e-12,-6.119549311733863e-13,0.6431151047621871,0.5126712659346736
1.7000000000000002,1.891006524188368,2.836509786282552,3.98631854299094,3.986318542977627,1.3312906332885177e-11,1.4979129048242612e-12,0.6403329516110137,0.5107537333650276
1.7125000000000001,1.8997482840522215,2.8496224260783323,3.998590873942164,3.998590873970424,-2.8260060958018585e-11,-4.0921710464658645e-12,0.6376917103321769,0.5090993366855417
1.725,1.9081431738250814,2.862214760737622,4.0103354907816025,4.010335490784185,-2.582822844487964e-12,-6.437073096776658e-13,0.6351935398868166,0.5077091667533187
1.7375,1.9161879571171359,2.874281935675704,4.02155559936543,4.021555599352751,1.2679635119638988e-11,1.3928858066947214e-12,0.6328403976471684,0.5065837841994604
1.75,1.9238795325112867,2.88581929876693,4.032254084787944,4.032254084816562,-2.8617996861157735e-11,-4.117706176032243e-12,0.6306340378783915,0.5057232153887996
1.7625000000000002,1.9312149347588035,2.896822402138205,4.042433490275518,4.042433490278214,-2.6965096822095802e-12,-6.613598557692058e-13,0.628576010851311,0.50512695011611
1.7750000000000001,1.9381913359224843,2.9072870038837264,4.052095997931975,4.052095997918893,1.3081979943763145e-11,1.4308554341369017e-12,0.6266676625956825,0.5047939411254492
1.7875,1.9448060464668782,2.9172090697003172,4.061243412539295,4.0612434125701595,-3.086420008457935e-11,-4.3977044228427076e-12,0.6249101352645408,0.5047226053198571
1.8,1.9510565162951536,2.9265847744427305,4.069877147799584,4.069877147802388,-2.8039792709932954e-12,-6.776801342311956e-13,0.6233043681042708,0.5049108267491123
1.8125,1.9569403357322088,2.9354105035983133,4.077998214602565,4.077998214588351,1.4214407428880804e-11,1.5694112676101213e-12,0.6218510990310501,0.5053559614441798
1.8250000000000002,1.9624552364536472,2.9436828546804708,4.085607212553782,4.085607212587919,-3.4137137561174313e-11,-4.8162585031263916e-12,0.6205508667644679,0.5060548439198999
1.8375000000000001,1.9675990923602598,2.9513986385403896,4.092704324073976,4.092704324077016,-3.0402347306335287e-12,-7.09432512735475e-13,0.6194040135100063,0.5070037954239661
1.85,1.9723699203976766,2.9585548805965147,4.0992893105530595,4.099289310537388,1.567102003718901e-11,1.7559287357471476e-12,0.618410688182573,0.5081986339798039
1.8625,1.9767658813208724,2.9651488219813085,4.1053615118660725,4.105361511903381,-3.730882269792346e-11,-5.227152044540162e-12,0.6175708501053327,0.5096346860018938
1.875,1.9807852804032304,2.9711779206048456,4.110919848445833,4.110919848449324,-3.4914293678411923e-12,-7.691625114603085e-13,0.6168842731734819,0.5113067995540966
1.8875000000000002,1.9844265680898916,2.9766398521348374,4.115962825308062,4.115962825291178,1.688338358007968e-11,1.91580085129317e-12,0.616350550466713,0.5132093592721543
1.9000000000000001,1.9876883405951378,2.9815325108927064,4.120488539411962,4.120488539450974,-3.90114607284886e-11,-5.452083229329219e-12,0.6159690992335557,0.5153363026979672
1.9125,1.9905693404435771,2.9858540106653657,4.124494689425211,4.124494689429284,-4.073186232744774e-12,-8.455458555545192e-13,0.6157391662358684,0.5176811380868485
1.925,1.9930684569549264,2.9896026854323896,4.127978587234951,4.127978587217781,1.717026520964282e-11,1.9604318168831014e-12,0.6156598334285499,0.5202369636755673
1.9375,1.9951847266721967,2.9927770900082953,4.13093717262062,4.1309371726584825,-3.786215785339664e-11,-5.311195927504286e-12,0.6157300238946424,0.5229964881495378
1.9500000000000002,1.996917333733128,2.995376000599692,4.133367030055257,4.133367030059771,-4.5146109073357366e-12,-9.032774528350274e-13,0.6159485080222704,0.5259520523536027
1.9625000000000001,1.998265610184716,2.997398415277074,4.1352644069789735,4.135264406963103,1.5870860181621538e-11,1.801447879756779e-12,0.6163139098900674,0.5290956521952118
1.975,1.999229036240723,2.9988435543610845,4.136625234901274,4.136625234934234,-3.296030115507165e-11,-4.67981209339996e-12,0.6168247137875391,0.5324189624960056
1.9875,1.9998072404820648,2.999710860723097,4.137445152254047,4.137445152258247,-4.200195746761892e-12,-8.615330671091215e-13,0.6174792708534228,0.535913361807913
2.0,2.0,3.0,4.137719528396125,4.137719528400475,-4.350297899691213e-12,-8.815170815523743e-13,0.6182758057923832,0.5395699581044968
