family,x,value,comparator
jacobi,6.75,5.892564922331591740962826743435964896380812109192671413247566930902927,0.999999
jacobi,7.0,6.024454003284933890478852419444105086088848403074652380923200017684092,0.999999
jacobi,7.25,6.155007435228203823705266153796100762111425112974325427505015259280306,0.999999
jacobi,7.5,6.284172235561925543533180160630363584536352958527308709430381765772055,0.999999
jacobi,7.75,6.411910739251717634524557784820052818261614850100528762386778556157068,0.999999
jacobi,8.0,6.538198371041821797695374327533036148468062293550277467484611527333194,0.999999
jacobi,8.25,6.663021658419505171394485196795972942052750037524591901876400011841275,0.999999
jacobi,8.5,6.786376469951600862793379160841231324664826501663475981932340179574044,0.999999
jacobi,8.75,6.908266462849497918402119986084497231076198197061902732181144858537818,0.999999
jacobi,9.0,7.028701723173776874147974854732150349212808423722097060145161821648194,0.999999
jacobi,9.25,7.147697581966399460618192357938231206664330612948773427106113954466674,0.999999
jacobi,9.5,7.265273590779790235518784532314783364009541474010089712488722356428194,0.999999
jacobi,9.75,7.381452640525123027464665766038722876982694509086219142518964592053588,0.999999
jacobi,10.0,7.496260208242504244711941268635310628691358653149201935863328996555056,0.999999
static,-8.0,-0.8192494103556205425832999793788895073539303356968359569160270440122342,-0.8299262872562316492095634943739895721255253945865010008627789337864701
static,-7.933333333333334,-0.8177971672010923907774750519483260856194914715463412712860482434777585,-0.8286422058671396171935955296501906087968049670033424563919255574636731
static,-7.866666666666666,-0.8163216599291995705971230066572930206660134396365241290901512835941182,-0.8273387757825822946215549897843242720027646744879318157931788021269665
static,-7.8,-0.8148223342864362917670103152201720699816952767102865004551636820031373,-0.8260155611441328113239285474445873309813153511112191510890636198121538
static,-7.733333333333333,-0.8132986187274116453607206980498761082935158171604412204517595292452024,-0.8246721130662369028037252485351989549915606134316893137554053712211614
static,-7.666666666666667,-0.8117499237633299545712315875556740891342781368798840854278540042425366,-0.8233079691528665462330271280744535888836519317148902289670364073527553
static,-7.6,-0.8101756412828261929592868225461283182261185386159043240197643749459041,-0.8219226529928585615185622287823953678576899278475677009462514929864732
static,-7.533333333333333,-0.808575143843944517558066976647308124333724590064371226686922265233978,-0.8205156736328568638300105119162476036730253956904627716487906758631479
static,-7.466666666666667,-0.8069477839360003148045750994777603368897357932137677256654475233444044,-0.819086525026714176392501073339416336463242297781085287595067903586297
static,-7.4,-0.8052928932100203586166751934084673793075091708847854312443915768826761,-0.8176346854601442817637495984242589921990953963724132732748831681796618
static,-7.333333333333333,-0.8036097816764088956939501533092979024478074119308036231170652250019932,-0.8161596169493463445612631425036136405634635171321492320192585571788361
static,-7.266666666666667,-0.8018977368684401146784290577742460653906825495919874913017179704253911,-0.8146607646122483345405860345669816600022037224205941964161360234189726
static,-7.2,-0.8001560229701318339797072323109331951730758429596568379631336029435761,-0.8131375560109385711493281561815474875038856269378045934334258697062559
static,-7.133333333333333,-0.7983838799070097952521851984261370890702248180572403666110186207817848,-0.8115894004637708854862096089193885078757270137323855058386339143793086
static,-7.066666666666666,-0.7965805223982269677384015056816398084640200150624248828341377535224436,-0.8100156883255394028647307749828342845632476254599166581690049007841787
static,-7.0,-0.7947451389684606459003240652930482804401548078736685867110632757026442,-0.8084157902340252253171143736452672881283460359255058684257390360769422
static,-6.933333333333334,-0.7928768909179692006733879824487307040900103417184136030309514892534955,-0.8067890563211161289345669248174826700146408757301490220392471106346713
static,-6.866666666666667,-0.7909749112491536538685552162290455231089404616426013507085471453613618,-0.8051348153865938914071477769328369639320271366702762654632057274119661
static,-6.8,-0.7890383035479353169655514115300116904732655287948543218161875151159025,-0.8034523740325696558633100221687587797753840845695003529127870749156425
static,-6.733333333333333,-0.7870661408182317729691758784189272620656440882976231880750058538716244,-0.8017410157564265321563349185221028749205069071499092959763088011608289
static,-6.666666666666667,-0.78505746426779053712665729265158224291499516515971036008192549393322,-0.8000000000000000087804878048780484002263461064117049615876840291001885
static,-6.6,-0.7830112820436224250985732013587119156684085965135206792016440125824149,-0.7982285611525888809924124764158463999473682803795937262521231997952456
static,-6.533333333333333,-0.7809265679152686919001621325165671014976052781878600169729276771219498,-0.7964259075052438706959256209337293713859670541391015536517720064098255
static,-6.466666666666667,-0.7788022599041355331602292900896298881038299205686062259311387961258802,-0.7945912201536245042114743804135594481295905823030059546863182607112793
static,-6.4,-0.776637258857141888667952207103416596958662283708036880631941756568229,-0.7927236518465497430992894627307455263493964980057583718615869580467116
static,-6.333333333333333,-0.7744304269629507772304842829314854096315102917453436220320068185177237,-0.7908223257771913580561234277147217382007774190546645954425971401809696
static,-6.266666666666667,-0.7721805862090924951492162983553503758876795094382502477608111589074882,-0.7888863343136703003172474707062697024436638783898266710960497179217508
static,-6.2,-0.7698865167783447979739386296231730233896022810650524898362953566185663,-0.7869147376656168981701739484989936160358237535322152215248551327780985
static,-6.133333333333333,-0.7675469553828106298600233433459919580042753176041772039769137567092787,-0.7849065624830426370666325613732043007427054402100634119024752412249984
static,-6.066666666666666,-0.7651605935342306343505771235443252556860059446713448716536062523446082,-0.7828608003836435927146437910137739896698937342233369602324123573988484
static,-6.0,-0.7627260757491918047240166915803003938847942083470907866343013551995626,-0.7807764064044151374553524639935192562867998063434051085996583932737386
static,-5.933333333333334,-0.7602419976880443633777437315931520380394119924562049112178563695986131,-0.7786522973731997859196206693367461740001938806952604410442818859609038
static,-5.866666666666667,-0.7577069042265238412286868433325533106105372208501190896460927783902762,-0.7764873501955173137315059065044121649539275484010143170503452678070546
static,-5.8,-0.7551192874592955730228733017190651832960474282160016013016212279433637,-0.774280400051735100207718605716288268462277124115847083639251049243349
static,-5.733333333333333,-0.7524775846349007626204825624083036458228017287205349752821623249948001,-0.7720302384993275525585392598867507066201626082639328992443150935954933
static,-5.666666666666666,-0.7497801760218919778786576839421362243079803731312476732165049160920732,-0.7697356114746455207507628523358716737435953988733087953703186137502629
static,-5.6,-0.7470253827063052892035471086013696282568559783129515978253514987232456,-0.7673952171882674410440659868663166161012584972921629050049335148592207
static,-5.533333333333333,-0.7442114643210336731261848817341038220107326012109735607190982990997512,-0.7650077039076337689477500283838408889680151518091057420658552786401511
static,-5.466666666666667,-0.7413366167081487816703427427027109999353642574831209465082039748310814,-0.7625716676202745241736219403608040328912361278918846654571360018909559
static,-5.4,-0.7383989695157691818084372849073280844909156941598739807362220244611398,-0.7600856495705224638039344158157254539563238586783174304568538498181888
static,-5.333333333333334,-0.7353965837317070700331998018831844989534447719907892338193958109989517,-0.7575481336621663632825564846573608500660259055268835299769729784450259
static,-5.266666666666667,-0.7323274491568411871391628436148936185117777188433837699545035557890239,-0.7549575437190314349585380925886749791227625561617040316393885137314986
static,-5.2,-0.7291894818219804738602079101305282871825964030632994887652486710620461,-0.7523122405949852492365866022720453562303809601799100438524821989795144
static,-5.133333333333333,-0.7259805213528995454776269415776381481725437249522859725196568174126782,-0.749610519124348008810961240591028175091130958451291396226935815728943
static,-5.066666666666666,-0.7226983282892628776789974593763233400194929027671302232427290909559684,-0.7468506049031434696688633409644166421874281878984383523861044951177995
static,-5.0,-0.7193405813643129268503612432251535476186457197455628146513925967963861,-0.7440306508910550179757754022548047678289849837719799753005397249004704
static,-4.933333333333334,-0.715904874753492946626314155760259334764076952138575701338745545828325,-0.741148733823353822432419497203617667613700852313005832913988269546504
static,-4.866666666666667,-0.712388715301619096688985011394655642435872348231580886375184889442653,-0.7382028504214430189837012400930249054202520768294781892603261589027032
static,-4.8,-0.7087895197398183368758164801029761551991372690928234254347880444211739,-0.735190913390013133027855972282254547412542811721649692015969599145237
static,-4.733333333333333,-0.705104611905222517864698445731584296171553144979651376151702965868046,-0.7321107471881329925680442891417608453096818784142364167016470991078953
static,-4.666666666666666,-0.7013312199783672852195941947343738513964345669330232883874017511153662,-0.7289600835609101566769073172594377585796392333197621047107304907194851
static,-4.6,-0.6974664737553967266843318076832730929863379091341974052874978091785244,-0.725736556817647376936515789738117871359315990364051886222390528998964
static,-4.533333333333333,-0.6935074019745348366872642942843745923510701998135885902654449802846896,-0.7224376988417036402691064117660822423616908599754134174537352470438602
static,-4.466666666666667,-0.6894509297188647929464277986857076369455966862817745043488101412813473,-0.7190609338165472845396569155633561902486885278265626256866790763530665
static,-4.4,-0.6852938759202619965992963792834344869903771646447792807341400241287926,-0.7156035726517690228845543724215445055724456584583102436115779721376045
static,-4.333333333333334,-0.6810329509923753664840483423852139132113117463757218614773684073410861,-0.7120628070921234484184990072729782000864878411292714248734030476898451
static,-4.266666666666667,-0.6766647546238377776738670327948529985613910962468708391452707217522,-0.7084357034919917914584802118191057590212181114969393291082783359690679
static,-4.2,-0.6721857737664306536970329461555489111670717698020863088069587586307513,-0.7047191962370361087580005867093854751034989652657758257545067721608455
static,-4.133333333333333,-0.6675923808567165777395249884293093481940078243158626519631530539161864,-0.700910080794254696800220525058247481199287374237174765604156630761029
static,-4.066666666666666,-0.6628808323136995948331377373560633182509187574743822547985722084436435,-0.6970050063711883504095201137987050064800686149307231933157119758012522
static,-4.0,-0.6580472673593595855628314264880248330997701586560645709647072736804086,-0.6930004681646913959839560407799633043243069161916602802385814067214561
static,-3.9333333333333336,-0.6530877072134288300697260876101533114218785550629718916770651704147399,-0.688892799179514681088962760236726852337169332649471807567625227194956
static,-3.866666666666667,-0.6479980547185181061713605099328212366278896264822670060397584908925926,-0.6846781615969987077261012573897214782941514443507097279685455841339423
static,-3.8,-0.6427740944566273049054336664951451567996858206761912992097511784039021,-0.6803525376744998312137629416015194053026091448051607693650422112677166
static,-3.7333333333333334,-0.6374114934231645657986467793728357513674426511253841947878672361685266,-0.6759117201568483742967373089843263608288071441514372332455760216274325
static,-3.666666666666667,-0.6319058023297986015251732853380281581562233372212107256773821086661887,-0.6713513021822466452941841510267316303764226509734006660640117206848616
static,-3.5999999999999996,-0.6262524576127314440871627235581164243321355891753585536137763165407681,-0.6666666666666666381766381766381743155181682466361814479013058963751007
static,-3.533333333333333,-0.6204467842282325362862829397677596307649857941966892640399474097930689,-0.6618529751531257638613538704480003949208827829992163205106421181385586
static,-3.466666666666667,-0.6144839993224382163029780195099089662030820087877621291396336983887464,-0.6569051561153567981725906842363908717850343510847678595233300050425944
static,-3.4000000000000004,-0.6083592168674005575683730832714271974623620379695094093284891741570147,-0.6518178927095321794080068469790343615237763922188518287449038691687243
static,-3.333333333333333,-0.6020674533600440130147501528610634986781543399290822035561615150821276,-0.6465856099730654142938140646022808098776697882196825431684674180946868
static,-3.2666666666666666,-0.5956036346849301938388428715088274377927884928385276618009744660504891,-0.6412024614763599614928260815687226838612391503221706276734638098473809
static,-3.2,-0.5889626042453854554421257112884870420932829946667826846117334316506069,-0.6356623154420182397208328285229671508716281433159000319351025592537136
static,-3.1333333333333337,-0.5821391324704427157139727435218761053519519856892763349478802994658002,-0.629958740356833333986060962723141890224798741234812602280299981334891
static,-3.0666666666666664,-0.575127927806986569080346919984798841770214886598515415980485456919823,-0.6240849901152965729648959983781892509728986481153895823925594325320543
static,-3.0,-0.5679236493072664226356555962101115901910051542708549963246654682673237,-0.6180339887498948482045868343656381177203091798057628621354486227052605
static,-2.9333333333333336,-0.5605209209213073577335864456536634649147807099964964208922727566290024,-0.6117983148237431045633266712641687301290289969357764345288585659352707
static,-2.866666666666667,-0.5529143476014638204257306273697933335706230831900458855425174747504025,-0.6053701855858309905718450384683640246503787141599142087047746282662916
static,-2.8,-0.5450985333221411944643428282716191649009538744978794789602331874834871,-0.5987414410191850736261958673505873293088998731401347635702317114204875
static,-2.7333333333333334,-0.5370681011112848663006648676152566852898615316378905313001936398275414,-0.5919035279485469455620682796181566962609149006779747448191429050188863
static,-2.666666666666667,-0.5288177151813051093039228450045025891680152793533741890079387308696494,-0.5848474844178637419967390582548926966616076601438885424056600676716466
static,-2.5999999999999996,-0.5203421052353808388629247044961311170563481475167952137450399299937572,-0.5775639246002795234216617376083814296581760386631982855333221976401878
static,-2.533333333333333,-0.51163609301027423760867530769168420900068351508497872951341431341666,-0.5700430245658706117218091458125529973325990804746170057589152936645405
static,-2.466666666666667,-0.5026946210986180422341670831264765249922742201389909979230585774268361,-0.5622745093067365278719737139778198086194326594752924801889391802752257
static,-2.4000000000000004,-0.4935127840718683060975032325015754113760364555580179455419557293590809,-0.5542476415070755253735262968715763424030575919932151224108774343981967
static,-2.333333333333333,-0.4840858618995285277687996946384571575824795989100350845826328106111842,-0.5459512126495169627481206665194892831151779630943102052681622166892389
static,-2.2666666666666666,-0.4744093556307009757382356557164661163647298565566155578239189765609896,-0.5373735371703640930113492414252730839440770151557597087363445251948452
static,-2.2,-0.4644790252704203106540702550161699943695558347797708529447317442443254,-0.5285024505176679533837657793014080427623631812939460951678238894360917
static,-2.1333333333333337,-0.4542909297455808856772030509152783981075878204922232912946369355996419,-0.5193253121292906461722127433028125759826297199387032584865584701208774
static,-2.0666666666666664,-0.4438414688136796610227674942923121859543243337159596616304764707807817,-0.5098290145351486835899106186879647757688965967114999436523249238168397
static,-2.0,-0.4331274267223117583171834557759918204315127679059805234344286363943092,-0.5
static,-1.9333333333333336,-0.4221460173787287136266075347000092307784720239329989114223916036102186,-0.4898242863608934481930023312303175834350157191570614509802372909937297
static,-1.8666666666666671,-0.4108949307373543704740128377103034433266469124466972292012255191528181,-0.4792875039758436383612684508289843627685887858397007630378663711742829
static,-1.7999999999999998,-0.3993723800596295376155749067559682935643745433772785545411021235706517,-0.4683749459844423657053611656339103635049071947488484857531280585603665
static,-1.7333333333333334,-0.3875771496458290579161931394380690318615289813117088438087360242642071,-0.4570716343810918849431830807020454109019447826135533848401921736261586
static,-1.666666666666667,-0.3755086425836167191474974207312156895711253206163205132268706786390084,-0.4453624047073710913026568541760919846164317279198418217616925992738406
static,-1.5999999999999996,-0.363166928004344100632571242664035309549603921828766325189685724382552,-0.4332320124663317269579565625696359922947027980017466577723457559481886
static,-1.5333333333333332,-0.3505527872868696028464520741651831781864847726159081345407095552717257,-0.4206652646257538235120771464399392241126109227184111517464502655436486
static,-1.4666666666666668,-0.3376677586015681020663519810788571393853176967824475279670659857844474,-0.4076471797781421516008628423714834743138457343737087014322063907773459
static,-1.4000000000000004,-0.3245141791459323874814643110998147375574799057752153769634462196495349,-0.3941631806202280153671440827338302045701112957896434977097690463624061
static,-1.333333333333333,-0.3110952243895125957186517548282058729572778236423259756583453694090567,-0.3801993223490368639749010085766159410679727635949437204672286292544763
static,-1.2666666666666666,-0.2974149436217551473651654269121100682894745449569483283764885353100827,-0.3657425602765496390982532984880087898374655407675696253634800538923375
static,-1.2000000000000002,-0.2834782910833729385022204150722158301229717663936102205262985972191765,-0.3507810593582122172743857846907994102401426939205878869690409500679944
static,-1.1333333333333337,-0.2692911519619396209756787071029436498589750428650451548417818502307513,-0.3353045473180676159712660583765234690227913429672088005360423477568676
static,-1.0666666666666664,-0.2548603625469652774493421795453155879377979947025656066183834813696347,-0.3193047115348153386377464028263724905372688705883940686780916647654885
static,-1.0,-0.2401937238700897411052206417298297720272468672903936535447776204253891,-0.3027756377319946465596106337352479731256482869226231063552265281135835
static,-0.9333333333333336,-0.2253000082031471219891446374300590598643353714716777475989845528322609,-0.2857142857142857835964574509048859998718099632249461410968083340070384
static,-0.8666666666666671,-0.210188957851258612246760469142016919519074830180955095034212961582145,-0.2681209938748128729928225317982962232284329649579831334239062439951607
static,-0.7999999999999998,-0.1948712757598116854015262332868867089289093826900422121287678375516635,-0.2499999999999999448529411764705858977457765112966096261146368965491576
static,-0.7333333333333334,-0.179358607552689431153794649797185505648215348533958832104616145349716,-0.2313599611578534034519658619544254375395048583878559790751541601084614
static,-0.666666666666667,-0.1636635147332915736306915927809503154969053300762655753205668071694293,-0.2122144504490262773985606559401185102611454934719091778339069905589747
static,-0.6000000000000005,-0.147799438908034384507982715139234101707681508719051373282537438762919,-0.1925824035672521646322492348132439970864066922195422544081884952546999
static,-0.5333333333333332,-0.1317806570317714631169995490987801128080704022392908015637865532818593,-0.1724884840648882740268988581539556271590822151213756983097619874585416
static,-0.4666666666666668,-0.1156222278230597927869304300383414964957842958567440444392150008447703,-0.151963333699479689290742842962119391303859286976238581232613887716833
static,-0.40000000000000036,-0.09933992965096869863057017034406342948020783116944528588620595563487606,-0.1310436740650060461726942875870106884206936256078587614391782743380137
static,-0.33333333333333304,-0.08295019035038830746256839038537442090026787370496607353069339960283648,-0.1097722286464435607018954693343786789894381524382279357299995500493899
static,-0.2666666666666666,-0.06647000957539660418314612424502934095633716704839463719967270318680144,-0.08819744101321950383339835944578221174949514760348834218639479804323419
static,-0.20000000000000018,-0.0499168744459450377013216050585891012501094151699611007610774285502177,-0.06637297521077802280760141688652479676939391010144463684374082615284037
static,-0.13333333333333375,-0.03330866937767471859186891147729683707906589751653143550244838110433593,-0.04435699807651746421472431718129247372616053536972132109223455137950923
static,-0.06666666666666643,-0.01666358110399839151776962290918296206422550646719612874670199040027146,-0.02221125911041614239258311777537610103660693703035828064633477105187603
static,0.0,0.0,0.0
static,0.06666666666666643,0.01666358110399839151776962290918296206422550646719612874670199040027146,0.02221125911041614239258311777537610103660693703035828064633477105187603
static,0.13333333333333286,0.03330866937767449658539923499445747431842773873054959117261874876906296,0.04435699807651716929458633360712849078858971161052631899304432562420099
static,0.1999999999999993,0.04991687444594481879675532345046077517566034708443729203419924344571939,0.06637297521077773332832394383054968199936817393228321666235089739313799
static,0.2666666666666657,0.06647000957539638116842903079379292003000015489913653818134752868478869,0.08819744101321921076225710751765402892092391033702575473264578151781201
static,0.3333333333333339,0.08295019035038851951066377029684015031891922040508724751206720911546541,0.109772228646443837170126733642664502739342891868250651446587818418013
static,0.40000000000000036,0.09933992965096869863057017034406342948020783116944528588620595563487606,0.1310436740650060461726942875870106884206936256078587614391782743380137
static,0.4666666666666668,0.1156222278230597927869304300383414964957842958567440444392150008447703,0.151963333699479689290742842962119391303859286976238581232613887716833
static,0.5333333333333332,0.1317806570317714631169995490987801128080704022392908015637865532818593,0.1724884840648882740268988581539556271590822151213756983097619874585416
static,0.5999999999999996,0.1477994389080341692656645286702054651940704291219060447390346016683327,0.1925824035672518964198400545356826769117796053927136068484438289722653
static,0.6666666666666661,0.1636635147332913605750977119803898887763019302520913268448490570089213,0.2122144504490260156011395899711671152284690084438460912755483783751608
static,0.7333333333333325,0.1793586075526892204721360957966195754473246045819525789957646472815668,0.2313599611578531483631198223448677160614001757345787973985547625291217
static,0.8000000000000007,0.1948712757598118935336378392913538521129213190246386538544738755757138,0.250000000000000193014705882352912541503409322204269770666715911208704
static,0.8666666666666671,0.210188957851258612246760469142016919519074830180955095034212961582145,0.2681209938748128729928225317982962232284329649579831334239062439951607
static,0.9333333333333336,0.2253000082031471219891446374300590598643353714716777475989845528322609,0.2857142857142857835964574509048859998718099632249461410968083340070384
static,1.0,0.2401937238700897411052206417298297720272468672903936535447776204253891,0.3027756377319946465596106337352479731256482869226231063552265281135835
static,1.0666666666666664,0.2548603625469652774493421795453155879377979947025656066183834813696347,0.3193047115348153386377464028263724905372688705883940686780916647654885
static,1.1333333333333329,0.2692911519619394492534742464950578059618050175237208726334996645145721,0.3353045473180674271275894459357592807715303877715996510869417563280492
static,1.1999999999999993,0.2834782910833727486523227166557638492603541142114416594968363896190183,0.3507810593582120118388946375317054737907791644581054493235334569927434
static,1.2666666666666657,0.2974149436217549609386817043898635081335220660096501912685571438666712,0.3657425602765494405500176710536303001470681415864151049767811727130639
static,1.333333333333334,0.3110952243895127989741582404634685237096146021475826441084153508936538,0.3801993223490370770982883692387091622147242550731674902948201667583418
static,1.4000000000000004,0.3245141791459323874814643110998147375574799057752153769634462196495349,0.3941631806202280153671440827338302045701112957896434977097690463624061
static,1.4666666666666668,0.3376677586015681020663519810788571393853176967824475279670659857844474,0.4076471797781421516008628423714834743138457343737087014322063907773459
static,1.5333333333333332,0.3505527872868696028464520741651831781864847726159081345407095552717257,0.4206652646257538235120771464399392241126109227184111517464502655436486
static,1.5999999999999996,0.363166928004344100632571242664035309549603921828766325189685724382552,0.4332320124663317269579565625696359922947027980017466577723457559481886
static,1.666666666666666,0.3755086425836165360697947262315518811828796826688685929754609462189696,0.4453624047073709125436119302989057014380884297008918411201972354292474
static,1.7333333333333325,0.387577149645828896836580014883195410558906469894690614374364553415764,0.4570716343810917296427927305962759037019288523308919904343580853013934
static,1.8000000000000007,0.3993723800596296950085366582677078118011848396004054475386645449626077,0.4683749459844425156285279721006120943651156234209542609557373889570357
static,1.8666666666666671,0.4108949307373543704740128377103034433266469124466972292012255191528181,0.4792875039758436383612684508289843627685887858397007630378663711742829
static,1.9333333333333336,0.4221460173787287136266075347000092307784720239329989114223916036102186,0.4898242863608934481930023312303175834350157191570614509802372909937297
static,2.0,0.4331274267223117583171834557759918204315127679059805234344286363943092,0.5
static,2.0666666666666664,0.4438414688136796610227674942923121859543243337159596616304764707807817,0.5098290145351486835899106186879647757688965967114999436523249238168397
static,2.133333333333333,0.4542909297455807773360112135943870334757074236191620378770807866973746,0.5193253121292905481600131902734946372605561563882357341872542416190842
static,2.1999999999999993,0.4644790252704202050389479999110042667667479303771110998934252855714447,0.5285024505176678586531182325214851973661831252511732512719815089698477
static,2.2666666666666657,0.4744093556307008434013105488770187862654261780804028739550955596445521,0.5373735371703639752601131970613337577172533324773656791330438587473853
static,2.333333333333334,0.4840858618995286710335698470922560761362843636575813507294615732174673,0.5459512126495170892740904066779974607141859690164597392582262526029941
static,2.4000000000000004,0.4935127840718683060975032325015754113760364555580179455419557293590809,0.5542476415070755253735262968715763424030575919932151224108774343981967
static,2.466666666666667,0.5026946210986180422341670831264765249922742201389909979230585774268361,0.5622745093067365278719737139778198086194326594752924801889391802752257
static,2.533333333333333,0.51163609301027423760867530769168420900068351508497872951341431341666,0.5700430245658706117218091458125529973325990804746170057589152936645405
static,2.5999999999999996,0.5203421052353808388629247044961311170563481475167952137450399299937572,0.5775639246002795234216617376083814296581760386631982855333221976401878
static,2.666666666666666,0.5288177151813049838720283135485831252512451869040801854579870603850658,0.584847484417863634473719293247792399049886392362975291976129140819926
static,2.7333333333333325,0.5370681011112847564170856978912536146518427956430851918698385141999625,0.5919035279485468517984958442830964151405948712548551888973308856785203
static,2.8000000000000007,0.5450985333221412776477551157010795830666400897787824724758138761226739,0.5987414410191851443108281197498221917806898222928784653947217316673901
static,2.866666666666667,0.5529143476014638204257306273697933335706230831900458855425174747504025,0.6053701855858309905718450384683640246503787141599142087047746282662916
static,2.9333333333333336,0.5605209209213073577335864456536634649147807099964964208922727566290024,0.6117983148237431045633266712641687301290289969357764345288585659352707
static,3.0,0.5679236493072664226356555962101115901910051542708549963246654682673237,0.6180339887498948482045868343656381177203091798057628621354486227052605
static,3.0666666666666664,0.575127927806986569080346919984798841770214886598515415980485456919823,0.6240849901152965729648959983781892509728986481153895823925594325320543
static,3.133333333333333,0.5821391324704426430912295760135246748309947692403691522744326062066465,0.6299587403568332732171919013287095666056759441548095923575046841385665
static,3.1999999999999993,0.588962604245385384762699186977252910633652446183358646620284716292947,0.635662315442018180702822090461977547821521479132420320486024030825237
static,3.2666666666666657,0.5956036346849301053928003878405195425137125295796945357810179766124926,0.6412024614763598877747151144579655132303700774648743144018773689098205
static,3.333333333333334,0.6020674533600441086688237333726053468901793672888802579095288129343505,0.6465856099730654938945826252145616146214409140176908023913627577673654
static,3.4000000000000004,0.6083592168674005575683730832714271974623620379695094093284891741570147,0.6518178927095321794080068469790343615237763922188518287449038691687243
static,3.466666666666667,0.6144839993224382163029780195099089662030820087877621291396336983887464,0.6569051561153567981725906842363908717850343510847678595233300050425944
static,3.533333333333333,0.6204467842282325362862829397677596307649857941966892640399474097930689,0.6618529751531257638613538704480003949208827829992163205106421181385586
static,3.5999999999999996,0.6262524576127314440871627235581164243321355891753585536137763165407681,0.6666666666666666381766381766381743155181682466361814479013058963751007
static,3.666666666666666,0.6319058023297985178439545732396876758521957784566954601369711168605402,0.6713513021822465759680966900912368990684714665446753019641628379712347
static,3.7333333333333325,0.6374114934231644924478154546369703142736716324496389368321443274993749,0.675911720156848313548544779086984078244381776721424284343039826792235
static,3.8000000000000007,0.6427740944566273604771953872881900533661568422725505525799784203091798,0.6803525376744998772300467731215339611945847814465426379356362136553179
static,3.866666666666667,0.6479980547185181061713605099328212366278896264822670060397584908925926,0.6846781615969987077261012573897214782941514443507097279685455841339423
static,3.9333333333333336,0.6530877072134288300697260876101533114218785550629718916770651704147399,0.688892799179514681088962760236726852337169332649471807567625227194956
static,4.0,0.6580472673593595855628314264880248330997701586560645709647072736804086,0.6930004681646913959839560407799633043243069161916602802385814067214561
static,4.066666666666666,0.6628808323136995948331377373560633182509187574743822547985722084436435,0.6970050063711883504095201137987050064800686149307231933157119758012522
static,4.133333333333333,0.6675923808567165777395249884293093481940078243158626519631530539161864,0.700910080794254696800220525058247481199287374237174765604156630761029
static,4.199999999999999,0.672185773766430585663442947581095367238103292049139695634161357204081,0.7047191962370360523240207396138166858811080770769578595393968679147989
static,4.266666666666666,0.6766647546238377113289627778193299133743792582584933280646861404336234,0.7084357034919917363892329122384371309809002345617940471274381178343408
static,4.333333333333334,0.6810329509923753664840483423852139132113117463757218614773684073410861,0.7120628070921234484184990072729782000864878411292714248734030476898451
static,4.4,0.6852938759202619965992963792834344869903771646447792807341400241287926,0.7156035726517690228845543724215445055724456584583102436115779721376045
static,4.466666666666667,0.6894509297188647929464277986857076369455966862817745043488101412813473,0.7190609338165472845396569155633561902486885278265626256866790763530665
static,4.533333333333333,0.6935074019745348366872642942843745923510701998135885902654449802846896,0.7224376988417036402691064117660822423616908599754134174537352470438602
static,4.6,0.6974664737553967266843318076832730929863379091341974052874978091785244,0.725736556817647376936515789738117871359315990364051886222390528998964
